Componente PCA 1,Especie
-2.6841256259695374,0.0
-2.714141687294324,0.0
-2.888990569059295,0.0
-2.745342855641408,0.0
-2.7287165365545305,0.0
-2.2808596328444954,0.0
-2.8205377507406073,0.0
-2.626144973146633,0.0
-2.8863827317805493,0.0
-2.672755797820953,0.0
-2.5069470906518583,0.0
-2.6127552309087227,0.0
-2.7861092661880162,0.0
-3.2238037438656493,0.0
-2.644750389942034,0.0
-2.386039033531139,0.0
-2.6235278752244295,0.0
-2.6482967062543823,0.0
-2.1998203236175833,0.0
-2.58798639987877,0.0
-2.587398476689351,0.0
-2.409932497002176,0.0
-2.6488623343499156,0.0
-2.5987367491005915,0.0
-2.6369268781057977,0.0
-2.866241652118669,0.0
-2.625238049850374,0.0
-2.800684115448223,0.0
-2.98050204378199,0.0
-2.590006313968096,0.0
-2.770102426027902,0.0
-2.849368705043098,0.0
-2.9974065465949047,0.0
-2.4056144850974857,0.0
-2.2094892377836812,0.0
-2.7144514267577056,0.0
-2.538148258998942,0.0
-2.839462167642848,0.0
-2.543085749830395,0.0
-2.7033597823351587,0.0
1.284825688858347,1.0
0.9324885323123153,1.0
1.4643023219913909,1.0
0.18331771995837354,1.0
1.0881032577116647,1.0
0.6416690842580781,1.0
1.0950606626324433,1.0
-0.7491226698296529,1.0
1.044131826053433,1.0
-0.008745404082893593,1.0
-0.5078408838353212,1.0
0.5116985574475965,1.0
0.2649765081120483,1.0
0.9849345104708895,1.0
-0.1739253716817668,1.0
0.9278607809442434,1.0
0.6602837616969373,1.0
0.23610499331767265,1.0
0.9447337280198145,1.0
0.04522697629870187,1.0
-0.06812649206836152,1.0
-0.18962247237849983,1.0
0.13642871155801561,1.0
1.3800264359155108,1.0
0.5880064433398635,1.0
0.8068583125004096,1.0
1.220690882444349,1.0
0.8150952357666004,1.0
0.24595767988669248,1.0
0.16641321714545843,1.0
0.4648002884037812,1.0
0.8908151984694479,1.0
0.23054802355945636,1.0
-0.7045317592446594,1.0
0.35698149470104834,1.0
0.3319344799450583,1.0
0.376215651066671,1.0
0.6425760075543367,1.0
-0.9064698649488321,1.0
0.2990008418781436,1.0
2.5311927278036253,2.0
1.4152358767039033,2.0
2.6166760159956857,2.0
1.9715310530434333,2.0
2.350005920044638,2.0
3.3970387360532515,2.0
0.5212322439097781,2.0
2.9325870689936844,2.0
2.3212288165733765,2.0
2.916750966786066,2.0
1.6617741536365278,2.0
1.803401952965089,2.0
2.1655917960801414,2.0
1.3461635794584534,2.0
1.5859282238732222,2.0
1.9044563747934236,2.0
1.9496890593990663,2.0
3.4870553642902697,2.0
3.795645422072881,2.0
1.3007917126376585,2.0
2.8416727781038658,2.0
3.230673661432083,2.0
2.1594376424890482,2.0
1.4441612423295078,2.0
1.7812948100451118,2.0
3.0764999316871817,2.0
2.144243314302078,2.0
1.9050981488140728,2.0
1.1693263393414988,2.0
2.1076111432572384,2.0
2.3141547052355964,2.0
1.9222678009025982,2.0
1.4152358767039033,2.0
2.563013375077472,2.0
2.4187461827328214,2.0
1.9441097945469652,2.0
1.5271666148145178,2.0
1.764345717044426,2.0
1.9009416142184206,2.0
1.3901888619479124,2.0
