Componente PCA 1,Componente PCA 2,Especie
-2.6841256259695374,0.3193972465850887,0.0
-2.714141687294324,-0.17700122506478877,0.0
-2.888990569059295,-0.14494942608557082,0.0
-2.745342855641408,-0.31829897925192974,0.0
-2.728716536554531,0.32675451293490543,0.0
-2.280859632844495,0.741330449062902,0.0
-2.8205377507406078,-0.08946138452858587,0.0
-2.626144973146633,0.16338495969831612,0.0
-2.8863827317805497,-0.5783117541867169,0.0
-2.672755797820953,-0.11377424587412754,0.0
-2.3102562152425197,0.3913459356538862,0.0
-2.5437052287571578,0.4329960632790142,0.0
-3.215939415648611,0.13346806953850798,0.0
-2.3027331822262065,0.09870885481408997,0.0
-2.3557540491237723,-0.03728185967739783,0.0
-2.50666890692582,-0.14601688049527706,0.0
-2.4688200731213388,0.1309514894352377,0.0
-2.5623199061960173,0.36771885743418853,0.0
-2.6395347153845434,0.3120399802352729,0.0
-2.6319893872743445,-0.19696122492432888,0.0
-2.587398476689351,-0.20431849127414559,0.0
-2.409932497002176,0.41092426422956585,0.0
-2.6488623343499156,0.8133638202969431,0.0
-2.5987367491005915,1.0931457594493423,0.0
-2.6369268781057977,-0.12132234786587315,0.0
-2.866241652118669,0.0693644715800712,0.0
-2.6252380498503745,0.599370021379416,0.0
-2.8006841154482225,0.2686437377979667,0.0
-2.98050204378199,-0.4879583444286304,0.0
-2.5900063139680967,0.22904383682700136,0.0
-2.770102426027902,0.2635275337442424,0.0
-2.849368705043098,-0.9409605736412034,0.0
-2.9974065465949047,-0.3419260574716265,0.0
-2.4056144850974857,0.18887142893024755,0.0
-2.209489237783681,0.43666314163917175,0.0
-2.7144514267577056,-0.2502082041852214,0.0
-2.538148258998942,0.503771144461421,0.0
-2.8394621676428486,-0.22794556949384237,0.0
-2.543085749830395,0.5794100215198768,0.0
-2.703359782335159,0.1077060824994005,0.0
1.284825688858347,0.68516047046732,1.0
0.9324885323123153,0.31833363826263295,1.0
1.46430232199139,0.5042628153092137,1.0
0.18331771995837354,-0.8279590118206279,1.0
1.0881032577116638,0.074590675197725,1.0
0.6416690842580781,-0.41824687156867846,1.0
1.0950606626324433,0.2834682700615314,1.0
-0.7491226698296529,-1.004890961181899,1.0
1.044131826053433,0.22836189978840427,1.0
-0.008745404082893593,-0.7230819050048378,1.0
1.1162831773500477,-0.08461685219478898,1.0
0.357888417997307,-0.0689250316560086,1.0
1.2981838753589132,-0.32778730833390846,1.0
0.921728922447036,-0.18273779362136455,1.0
0.7148533259114096,0.14905594436979186,1.0
0.9001743731721641,0.32850447383433146,1.0
1.3320244367220857,0.24444087601635545,1.0
1.5578021550660672,0.26749544731026464,1.0
0.8132906498175405,-0.1633503006876138,1.0
-0.3055837780243076,-0.368262189754585,1.0
-0.06812649206836063,-0.705172131799463,1.0
-0.18962247237849894,-0.6802867635281302,1.0
0.13642871155801561,-0.3140324382492343,1.0
1.3800264359155108,-0.4209542873138785,1.0
0.5880064433398644,-0.48428741998122415,1.0
0.8068583125004096,0.1941823147131485,1.0
1.220690882444349,0.40761959361101585,1.0
0.8150952357666004,-0.37203705990948954,1.0
0.24595767988669248,-0.2685243966220181,1.0
0.1664132171454593,-0.6819267248636249,1.0
0.4648002884037812,-0.6707115445117218,1.0
0.8908151984694479,-0.034464444368267344,1.0
0.23054802355945636,-0.4043858480073217,1.0
-0.7045317592446594,-1.0122482275317157,1.0
0.35698149470104834,-0.5049100933371085,1.0
0.3319344799450583,-0.2126546837811718,1.0
0.376215651066671,-0.29321892925141935,1.0
0.6425760075543367,0.017738190112421393,1.0
-0.9064698649488321,-0.7560933665990159,1.0
0.2990008418781436,-0.34889780645033497,1.0
2.5311927278036253,-0.00984910949879847,2.0
1.4152358767039033,-0.5749163475464867,2.0
2.6166760159956857,0.3439031513417481,2.0
1.9715310530434333,-0.17972790435223995,2.0
2.3500059200446364,-0.040260947142523484,2.0
3.3970387360532515,0.5508366730280727,2.0
0.5212322439097772,-1.1927587270006494,2.0
2.9325870689936844,0.3555000029775117,2.0
2.3212288165733757,-0.24383150231067674,2.0
2.916750966786066,0.7827919488152881,2.0
2.4278179130660407,0.37819601261706204,2.0
1.1990011054655616,-0.60609152775793,2.0
3.4999200389245333,0.460674098911916,2.0
1.3887661316914643,-0.2043993273521414,2.0
2.2754305038722,0.3349906058216847,2.0
2.6140904738108253,0.5609013551230895,2.0
1.2585081605114867,-0.17970479472273926,2.0
1.2911320591150197,-0.11666865117400871,2.0
2.123608722773893,-0.20972947667729436,2.0
2.388003016003462,0.46463980470874855,2.0
2.8416727781038658,0.37526916719512116,2.0
3.230673661432083,1.3741650867930595,2.0
2.1594376424890482,-0.21727757866903996,2.0
1.4441612423295078,-0.14341341045757527,2.0
1.7812948100451118,-0.49990168107813293,2.0
3.0764999316871817,0.6880856775711965,2.0
2.144243314302078,0.14006420108979256,2.0
1.9050981488140728,0.049300526013034585,2.0
1.1693263393414988,-0.16499026202310674,2.0
2.1076111432572375,0.37228787196080937,2.0
2.3141547052355964,0.18365127916902946,2.0
1.9222678009025973,0.40920346681607533,2.0
1.4152358767039033,-0.5749163475464867,2.0
2.563013375077472,0.2778626029292033,2.0
2.4187461827328214,0.3047981978547014,2.0
1.9441097945469643,0.1875323028006175,2.0
1.5271666148145169,-0.3753169825804772,2.0
1.764345717044426,0.07885885451848385,2.0
1.9009416142184197,0.11662795851202468,2.0
1.3901888619479124,-0.28266093799055003,2.0
