Componente PCA 1,Especie
-0.6307029313944529,0.0
-0.622904942531991,0.0
-0.6695203954179318,0.0
-0.6541527588892052,0.0
-0.6487880559888725,0.0
-0.5352727781994513,0.0
-0.6565377899938521,0.0
-0.6257804985628277,0.0
-0.6756435043172597,0.0
-0.6456446188852304,0.0
-0.5974082382364502,0.0
-0.6389431903256222,0.0
-0.6616125934478085,0.0
-0.7519679431888536,0.0
-0.6003715890013774,0.0
-0.5521572267261681,0.0
-0.5770535929878576,0.0
-0.6037992282085834,0.0
-0.520483461331005,0.0
-0.6121975551048965,0.0
-0.6200996597322075,0.0
-0.5247573012712965,0.0
-0.6730445443401021,0.0
-0.6274553785259617,0.0
-0.618740915699361,0.0
-0.6445537559251894,0.0
-0.5939323441717621,0.0
-0.68749570690469,0.0
-0.6923698848788329,0.0
-0.6139765508328796,0.0
-0.626048379635633,0.0
-0.6096939959117144,0.0
-0.7049322386077761,0.0
-0.5140016589867198,0.0
-0.5435130371306207,0.0
-0.6078051870760697,0.0
-0.6286560545936644,0.0
-0.6708791394507784,0.0
-0.6092121859663983,0.0
-0.6299445253954576,0.0
0.2799517663027614,1.0
0.21514137571473935,1.0
0.3222231060173576,1.0
0.05940301306820406,1.0
0.2625152345996753,1.0
0.10383104269125032,1.0
0.24485036170039243,1.0
-0.17152938561327546,1.0
0.2142305990934128,1.0
0.015324961909241375,1.0
-0.11371032303123796,1.0
0.13734837970263736,1.0
0.04399281902480767,1.0
0.1925597673266436,1.0
-0.008260915177083716,1.0
0.2194854888860841,1.0
0.1332721476040979,1.0
-0.0005757570603449613,1.0
0.2543452488995591,1.0
-0.0056080029996317116,1.0
-0.021575977562209747,1.0
-0.058924884445180736,1.0
0.03234124191719079,1.0
0.28890639448578403,1.0
0.10966425214420183,1.0
0.18226693425187346,1.0
0.2777248031632583,1.0
0.19561540969619506,1.0
0.037683926443952465,1.0
0.04684065933926085,1.0
0.05543659407732615,1.0
0.17583338676507032,1.0
0.04906762247876395,1.0
-0.1534442610188559,1.0
0.06697266073446895,1.0
0.033029374685132784,1.0
0.06621425473547393,1.0
0.1356791970823158,1.0
-0.15863457492328636,1.0
0.06205022790284387,1.0
0.6227713384355381,2.0
0.34600960858349616,2.0
0.6179864344279579,2.0
0.41778930880393184,2.0
0.5636212475370376,2.0
0.7501225989574093,2.0
0.13585780418855842,2.0
0.6089452119831235,2.0
0.5110202145758137,2.0
0.7206085411087576,2.0
0.42413506155664404,2.0
0.4377237023573878,2.0
0.5407937764497076,2.0
0.36322651407125905,2.0
0.47424694764837183,2.0
0.5139326307785078,2.0
0.42467082370225484,2.0
0.7490260386545561,2.0
0.8721942716082874,2.0
0.28296337192517085,2.0
0.6330436323692096,2.0
0.6874909166514084,2.0
0.5434892461418294,2.0
0.29113335762528714,2.0
0.30541013119397264,2.0
0.7635079345735881,2.0
0.5478056435967907,2.0
0.40658569910783526,2.0
0.2925346591728034,2.0
0.5358713436180823,2.0
0.6138649651099978,2.0
0.5583431388985164,2.0
0.34600960858349616,2.0
0.6238196438809097,2.0
0.6386515182640257,2.0
0.5514616240001934,2.0
0.4071464972650781,2.0
0.4471426189826889,2.0
0.4882075852867699,2.0
0.3120663225341601,2.0
